기업체명,업력(월),기업규모,업종(대분류),지역(광역시도),지역(시군구)
뉴트리니티충주제삼차 유한회사,86,중소기업,금융 및 보험업,서울특별시,영등포구
(주)나경상사,472,중소기업,도매 및 소매업,서울특별시,영등포구
(주)태화산업,223,중기업,도매 및 소매업,인천광역시,중구
(주)금호,300,중소기업,제조업,경상북도,경산시
(주)강남철강,173,중기업,도매 및 소매업,경기도,광명시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
중앙공업주식회사,475,판단불가,제조업,경기도,광주시
(주)씨제이이엔지,209,중소기업,제조업,인천광역시,남동구
로얄종합건설(주),356,중소기업,건설업,전라남도,화순군
(주)택산씨앤디,336,중소기업,건설업,경기도,파주시
문경관광개발주식회사,229,중소기업,"예술, 스포츠 및 여가관련 서비스업",경상북도,문경시
브라이트코리아 주식회사,191,중소기업,부동산업,경기도,용인시
(주)인엑스하우징,252,중소기업,부동산업,서울특별시,강남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
포스메이트인슈어보험중개(주),124,중소기업,금융 및 보험업,서울특별시,강남구
주식회사 다모아,270,중소기업,도매 및 소매업,제주특별자치도,제주시
(주)대진이엔지,284,소상공인,광업,경상남도,창원시
아이엠엠로즈골드사모투자전문회사,164,판단불가,금융 및 보험업,서울특별시,강남구
한백디스템(주),306,중소기업,제조업,경기도,고양시
두원개발(주),305,소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",대구광역시,서구
중원화학주식회사,609,중소기업,제조업,인천광역시,남동구
(주)킨더슐레,207,소상공인,교육 서비스업,광주광역시,광산구
재영테크(주),213,판단불가,제조업,울산광역시,남구
삼화무역(주),466,중소기업,부동산업,서울특별시,강남구
진명씨앤씨(주),270,중소기업,제조업,서울특별시,금천구
에덴퍼주식회사,243,중소기업,제조업,서울특별시,금천구
삼부봉제주식회사,509,중소기업,제조업,경기도,안산시
문희개발(주),394,중소기업,부동산업,서울특별시,영등포구
주식회사 유창플랜트,335,중소기업,건설업,대전광역시,동구
(주)미리내캠프,227,중기업,교육 서비스업,강원도,인제군
대세산업 주식회사,507,중소기업,제조업,충청남도,아산
삼승유화주식회사,340,중소기업,도매 및 소매업,서울특별시,서초구
(주)정우건설,486,중소기업,건설업,경기도,수원시
다윈기술금융주식회사,157,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)에넥스엠앤씨,155,중소기업,정보통신업,서울특별시,강남구
주식회사 앤에스디앤씨,165,중소기업,부동산업,경기도,용인시
비아이에이치앤에스 주식회사,135,중소기업,제조업,충청남도,아산시
호크아이즈인베스트먼트주식회사,230,중소기업,금융 및 보험업,서울특별시,강남구
가보테크주식회사,294,중소기업,제조업,전라북도,남원시
(주)아이풀,127,중기업,교육 서비스업,경기도,수원시
원광종합건설(주),328,중소기업,건설업,경상남도,창원시
순영종합건설,357,판단불가,건설업,서울특별시,동작구
(주)씨아이에스텍,301,중소기업,정보통신업,서울특별시,금천구
동진단철공업 주식회사,549,중소기업,제조업,경기도,안산시
